source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Mast,CD8T,VIM,CD44,2.3585215,0.0,4.119735,0.502755643452957,0.6352816444922277,0.008775365,0.9543297,0.3704342863805619,0.0002385803757673247
B,Macrophage,HLA-DRA,CD4,2.4349794,0.0,4.093392,2.048577019887927,1.9098924154394217,0.041451786,0.9541897,0.002704945387311696,0.00024052064631910735
Stromal_Fib,Endothelial,LGALS1,ITGB1,2.3532531,0.0,5.1144,0.5471231097171607,1.1435861721890115,0.017905021,0.9588179,0.05851709003452131,0.00024052064631910735
Stromal_Fib,Macrophage,VIM,CD44,2.4486713,0.0,4.0926957,0.5504799319371168,0.8371071771124152,0.008717769,0.954186,0.3757562481575622,0.0002424687038350165
Mono,Mast,VIM,CD44,2.3495235,0.0,4.8144464,0.5856889570631927,0.4702493455720068,0.010255155,0.957608,0.25799826709922735,0.0002444246345193867
Mono,Treg,LGALS1,PTPRC,2.3495002,0.0,5.42693,0.8697859542876024,0.5969045984604868,0.014250992,0.95997316,0.1099466719887477,0.0002463883511565432
Treg,CD8T,HLA-A,CD8B,2.349125,0.0,4.1139216,2.1191704195345413,1.8338475794833338,0.07616326,0.954299,0.003858827993020863,0.0002483599406464259
CD8T,Epithelial,HLA-A,APLP2,2.3437886,0.0,4.435382,0.7803226444744222,0.8272251017032013,0.012299572,0.9559118,0.1633642043006422,0.00025232656204610446
NK,CD8T,HLA-C,CD8A,2.3381689,0.0,4.9833302,2.0765046111368353,1.955069920333453,0.06508532,0.95830226,0.0023389154811337453,0.0002603536951270452
NK,Macrophage,HLA-A,APLP2,2.3367963,0.0,4.7768145,0.796030365062595,0.9367265676876152,0.013246384,0.9574484,0.1336657723014049,0.00026645628367747993
Endothelial,CD8T,HLA-A,CD8A,2.3261259,0.0,4.9437647,1.989471793728073,1.7742436639353272,0.062061645,0.9581427,0.004982952130242681,0.00028096946987375487
pDC,CD8T,HLA-B,CD8A,2.3175368,0.0,4.9155464,1.9561462463223334,1.6618210524728088,0.05779081,0.9580278,0.008077585549120626,0.00030236759561306787
Treg,Endothelial,HLA-A,APLP2,2.3169117,0.0,3.8862238,0.7269881511146834,0.7472390817899396,0.010776725,0.95304114,0.22860430829124698,0.0003111457807814907
Stromal_Fib,Stromal_Fib,LGALS1,ITGB1,2.3100066,0.0,4.85458,0.4947397412286147,1.2178027651979226,0.016995415,0.9577761,0.06560365690452208,0.0003268087282085007
SmoothMuscle,Macrophage,APP,CD74,2.488985,0.0,3.8487172,1.0796083323286993,1.7454493958119586,0.01955518,0.95282364,0.05851709003452131,0.0003290775322063435
CD8T,CD8T,HLA-B,CD8B,2.307125,0.0,4.016144,2.00538514853616,1.7522571040376433,0.06963382,0.95377153,0.005448150878865819,0.0003313541522416862
Mast,CD4T,VIM,CD44,2.3188019,0.0,3.836952,0.4514994781111732,0.5148924413437127,0.008173014,0.9527548,0.437138377559097,0.0003359308900975392
B,CD8T,HLA-B,CD8A,2.304111,0.0,4.871438,1.9448985248803587,1.6408899552060665,0.057272237,0.95784616,0.008589399610166455,0.0003359308900975392
pDC,pDC,HLA-DRA,CD4,2.3018658,0.0,4.2999735,2.1267934474434647,1.6551106112173228,0.043543737,0.95525384,0.008258618474675563,0.0003405388888166332
SmoothMuscle,pDC,APP,CD74,2.4777153,0.0,3.827142,1.0716515717945507,1.2426861517346204,0.019445555,0.95269716,0.05851709003452131,0.0003475095211417121
Mono,Endothelial,VCAN,ITGB1,2.2970588,0.0,4.9230514,1.3111108569679784,1.764452462802077,0.0620767,0.9580585,0.01292047133206143,0.000352195660580668
Epithelial,Macrophage,APP,CD74,2.484339,0.0,3.8113565,1.0735300640877203,1.6893228356099614,0.01936535,0.95260394,0.05851709003452131,0.0003545504236121562
Mast,Macrophage,VIM,CD44,2.3143983,0.0,3.805601,0.445815890452706,0.5416032582848131,0.008106234,0.9525698,0.44445246322176624,0.00035691299903181325
Macrophage,CD8T,HLA-B,CD8A,2.290561,0.0,4.826921,1.933545654199848,1.6818148415176524,0.05674886,0.95766044,0.007287159078589443,0.00035691299903181325
CD4T,CD8T,HLA-A,CD8A,2.2880676,0.0,4.8187294,1.9499730465184715,1.696058671124676,0.06049202,0.95762604,0.006865199882161216,0.00036404770246649973
pDC,Mono,APP,CD74,2.2848344,0.0,4.8511167,1.1521470124923392,1.14175786751815,0.024648333,0.9577617,0.05851709003452131,0.00036644152446826516
Treg,Mono,HLA-B,LILRB2,2.3125463,0.0,3.793809,1.9701654369392343,1.590528971100205,0.047353305,0.9524996,0.010541874404339032,0.00036644152446826516
SmoothMuscle,Macrophage,LGALS1,PTPRC,2.284699,0.0,4.967368,0.7496243952397914,0.5007499719055513,0.013044192,0.9582381,0.13988005317450175,0.0003688432106285081
Epithelial,pDC,APP,CD74,2.4730692,0.0,3.7899907,1.0655733035535717,1.1865595915326232,0.019256791,0.95247686,0.05851709003452131,0.0003688432106285081
Plasma,Plasma,ICAM4,ITGAV,0.03580088,1.0,0.001267492,-0.07917506208485961,-0.2659484445417361,0.0024162254,0.26821652,1.0,0.0003773664006139981
Treg,Mono,HLA-A,LILRB2,2.3000765,0.0,3.7672253,2.0383173567073953,1.6046242452009472,0.050208237,0.95234025,0.009935754000017036,0.0003809686330736823
CD8T,pDC,CCL5,CXCR3,2.2808547,0.0,3.7606573,3.1234286827767717,2.582605527849264,0.19643465,0.95230067,4.31019986587419e-05,0.0003834171237346068
SmoothMuscle,B,APP,CD74,2.4422903,0.0,3.7593238,1.0466320742379753,1.2467616046180336,0.019100975,0.9522927,0.05851709003452131,0.00038587347744586963
Macrophage,Mono,HLA-A,APLP2,2.2780933,0.0,5.0944357,0.7893324456130978,0.802433993600229,0.014127168,0.9587406,0.11280473063407007,0.0003883375847626279
SmoothMuscle,B,LGALS1,PTPRC,2.2738214,0.0,4.906732,0.740049410950569,0.4595074795325822,0.012884964,0.95799166,0.14505006774685972,0.00039577686252109255
Macrophage,Macrophage,HLA-DRB1,CD4,2.2694378,0.0,3.7357929,2.1196695069100806,2.522100801956647,0.04559057,0.9521498,0.0018917467769463151,0.0004083317190129482
Epithelial,B,APP,CD74,2.4376445,0.0,3.722831,1.0405538059969963,1.1906350444160365,0.018915556,0.95207053,0.05851709003452131,0.00041340831183948445
CD8T,CD8T,HLA-A,CD8B,2.2681925,0.0,3.9255073,2.035177822510296,1.7277644800427343,0.07267504,0.95326567,0.006011344902635912,0.00041340831183948445
Macrophage,NK,LGALS1,PTPRC,2.2675128,0.0,5.1282926,0.7884357819373061,0.7412489140190696,0.013466777,0.9588714,0.12806663900263157,0.00041595828695572016
Endothelial,CD8T,HLA-E,CD8A,2.264923,0.0,4.742691,2.2749099672132838,2.2578987050768218,0.08037797,0.95730215,0.0009290459730611668,0.00042108170620964276
Mono,CD8T,HLA-A,CD8A,2.2644503,0.0,4.7411385,1.9254608556064279,1.6697898843596286,0.059517976,0.9572954,0.007703782963904641,0.00042365515003046016
Macrophage,Mono,LGALS1,PTPRC,2.2631226,0.0,5.109395,0.7845686013776205,0.6548827320649548,0.013417153,0.9587986,0.12918745422766445,0.0004288253900866586
Endothelial,Macrophage,HLA-A,APLP2,2.2597218,0.0,4.5440693,0.7160452942042796,0.7935305861670437,0.012600969,0.95641917,0.15379904590462515,0.00043925944056629824
Epithelial,NK,B2M,KLRC1,2.2584498,0.0,4.5745516,0.7447253077877228,0.8675773933453532,0.034284957,0.9565583,0.05851709003452131,0.0004445233036185456
CD8T,Mono,HLA-B,LILRB2,2.2580767,0.0,3.6776874,1.9245320857090134,1.5230337697552567,0.04590391,0.95179147,0.01343793466231909,0.0004524776315786372
Mono,Stromal_Fib,VCAN,ITGB1,2.2538123,0.0,4.672952,1.2587274884794324,1.8386690558109882,0.058923095,0.95699835,0.015651336623953686,0.0004551446344868618
Macrophage,pDC,HLA-DPB1,CD4,2.2512105,0.0,4.16801,2.473014371036604,2.7443808745920792,0.05580012,0.9545829,0.0004322685412910636,0.0004605020969946895
Stromal_Fib,CD8T,LGALS1,CD69,2.2500498,0.0,4.4943657,1.3740804604354322,2.097224502495888,0.038442057,0.9561894,0.04351363354925612,0.00046319249643448496
Macrophage,Macrophage,HLA-DPA1,CD4,2.2494211,0.0,3.6925538,2.2345383347585273,2.7243233354379233,0.04645991,0.95188385,0.001138262867128327,0.00046589075401280266
Treg,Stromal_Fib,HLA-A,APLP2,2.2835846,0.0,3.6506531,0.6845351578641111,0.6828627955412223,0.010123474,0.9516219,0.2659892064279969,0.00046589075401280266
Endothelial,Mono,APP,CD74,2.2471914,0.0,4.6333466,1.1028973308851633,1.1958473819235809,0.02354185,0.9568229,0.05851709003452131,0.00047676164096340326
Treg,SmoothMuscle,HLA-A,APLP2,2.2817998,0.0,3.6380372,0.6822638116301245,0.7152930458795859,0.010088489,0.95154214,0.26805979440694655,0.00047676164096340326
SmoothMuscle,Endothelial,LGALS1,ITGB1,2.244868,0.0,4.7453356,0.47010900393290384,0.28568218105157817,0.016612962,0.95731354,0.07030641481661884,0.0004849966414117715
Macrophage,Mono,HLA-DRA,CD4,2.4966955,0.0,3.6184814,1.936739571030786,2.5758220861578507,0.0366426,0.95141774,0.00444352656400874,0.0004905256407082888
Treg,CD8T,B2M,KLRD1,2.8949168,0.0,3.6130013,1.0437114652907298,1.2016825325198508,0.01780817,0.9513827,0.05851709003452131,0.0004960858199174431
NK,Epithelial,HLA-A,APLP2,2.2394674,0.0,4.160972,0.6720563814302586,0.7301029685497984,0.011538618,0.9545463,0.1933620960158395,0.0005016771763851142
CD8T,Endothelial,HLA-A,APLP2,2.2359793,0.0,3.7082376,0.6429955540904377,0.6411559823493401,0.01028316,0.9519808,0.25585827975204933,0.0005072997074571812
CD8T,CD8T,HLA-C,CD8B,2.2313242,0.0,3.8396761,2.0712040245266787,1.7788174768048766,0.07395746,0.95277077,0.0047997780902113325,0.0005157919190764955
Endothelial,SmoothMuscle,VWF,ITGB1,2.227591,0.0,4.935845,1.7543669428943662,2.360984770655816,0.12707523,0.9581106,0.0004995285498490573,0.0005272239959879274
CD4T,CD8T,HLA-C,CD8A,2.2265728,0.0,4.616697,1.9609001662918943,1.7124112251487986,0.060296863,0.9567484,0.006407204641283904,0.000535879824645682
Mono,pDC,S100A9,CD36,2.6054425,0.0,3.5843632,2.4797044273062374,3.5108476219819433,0.14761749,0.95119834,0.00022191602862736695,0.0005416893472615803
B,Mono,HLA-A,APLP2,2.226192,0.0,4.890003,0.7354682136222794,0.674405356913581,0.013560264,0.95792294,0.12544643629303134,0.0005416893472615803
Macrophage,CD4T,LGALS1,PTPRC,2.226058,0.0,4.9498634,0.7519392410201617,0.5907788098056146,0.012998226,0.95816743,0.14140535949413544,0.0005446058246762845
CD4T,Macrophage,HLA-A,APLP2,2.2216635,0.0,4.429143,0.6765465469946781,0.7153455933563925,0.012282272,0.9558822,0.16400513172838982,0.0005563494228301244
SmoothMuscle,CD8T,MYL9,CD69,2.219599,0.0,4.4032474,2.2180455920211504,2.7788826211874404,0.15044472,0.95575833,0.00020081195475438022,0.0005593048406462813
CD8T,Mono,HLA-A,LILRB2,2.219144,0.0,3.5946894,1.9543247596831494,1.4985411457603477,0.047908742,0.95126504,0.014638318197065656,0.0005622680456511988
Plasma,Plasma,BMP6,ACVR1_BMPR2,0.044629507,0.9,0.0016803768,-0.014032909193246942,-0.04914233663642979,0.008626765,0.29677528,1.0,0.0005660377332237523
Macrophage,Mast,VIM,CD44,2.2140296,0.0,4.4054184,0.4800737238581939,0.36317873180634563,0.009383893,0.95576876,0.3194616331121806,0.0005772005998349443
Mono,NK,LGALS1,PTPRC,2.2135568,0.0,4.871144,0.7500949825269132,0.536873818862161,0.012791511,0.957845,0.14751871092339416,0.0005832282256583948
Mono,CD8T,HLA-B,CD8B,2.2123365,0.0,3.7954717,1.9259708116620677,1.5875476319992983,0.0658077,0.9525095,0.01020998069860618,0.0005862535809704548
Endothelial,NK,HLA-E,KLRC1_KLRD1,2.210163,0.0,4.426489,1.8109813627789533,2.4452544116578094,0.07444797,0.9558695,0.005908977480218009,0.0005953767534613579
Mono,Mono,LGALS1,PTPRC,2.209166,0.0,4.853194,0.7462278019672276,0.4505076369080463,0.012744375,0.9577704,0.14916291032853718,0.0005984332418652639
Mono,Treg,VIM,CD44,2.205539,0.0,3.8959258,0.3998839611065575,0.1515096459845694,0.008298633,0.95309687,0.4220977959542051,0.0006014976487495829
Mono,Treg,S100A9,ITGB2,2.5952826,0.0,3.495048,2.0709906395633677,3.1832092798755056,0.054502293,0.9506093,0.002408033456598149,0.0006045698381778554
CD8T,CD8T,B2M,KLRD1,2.806566,0.0,3.4872875,0.9509204071953079,1.0980646570997923,0.017188536,0.9505571,0.06349266664622878,0.0006107374260059929
CD8T,Stromal_Fib,HLA-A,APLP2,2.2026522,0.0,3.4834561,0.6005425608398655,0.5767796961006229,0.009659827,0.95053124,0.29847995150185747,0.0006138329607298146
SmoothMuscle,Stromal_Fib,LGALS1,ITGB1,2.2016215,0.0,4.5042644,0.4177256354443578,0.3598987740604893,0.015768996,0.95623547,0.08161868061236524,0.0006169362766705001
Mono,Mast,VCAN,CD44,2.2004762,0.0,4.364504,1.689702757920871,2.282944319598842,0.06358686,0.9555711,0.011606112833201978,0.0006231661121596781
Mono,Macrophage,HLA-A,APLP2,2.1980462,0.0,4.357825,0.6520343560826344,0.6890768065913452,0.012084504,0.95553863,0.17102273606096396,0.0006294272065595
Mono,Macrophage,TNFSF13B,HLA-DPB1,2.197524,0.0,3.8244317,2.43552853776482,2.7996190151074005,0.07919598,0.9526812,0.0005074578733057375,0.0006325692835098883
pDC,Macrophage,HLA-DRA,CD4,2.1906295,0.0,3.5655537,1.8751028814854824,1.5557054269021404,0.036106624,0.9510761,0.011871308975604568,0.0006388770535712805
CD8T,SmoothMuscle,HLA-A,APLP2,2.2008674,0.0,3.4714181,0.5982712146058788,0.6092099464389864,0.009626444,0.9504498,0.30088180591222874,0.0006420426066118909
Endothelial,CD8T,HLA-C,CD8A,2.1899946,0.0,4.4965243,1.9230105691709831,1.6954770301894753,0.05872734,0.95619947,0.006898504482916829,0.0006420426066118909
B,Mono,RPS19,C5AR1,2.4001112,0.0,3.470906,1.357021473368816,1.0880965663749809,0.03852863,0.9504463,0.05851709003452131,0.0006452157967488988
Mono,pDC,VCAN,SELL,2.185132,0.0,4.2757664,2.7026992775251615,2.5783727053017476,0.14002627,0.9551331,0.000233233583612795,0.0006515857919665851
Stromal_Fib,Mast,TIMP1,CD63,2.1845994,0.0,4.520636,0.5194825760753907,1.0461729463924945,0.01664286,0.9563113,0.0698702195045324,0.0006579867536102714
Stromal_Fib,pDC,LGALS1,PTPRC,2.183485,0.0,4.0944514,0.6421008697727351,0.980512236594858,0.010751934,0.9541954,0.23025558388697429,0.000661198970368821
CD8T,Mono,HLA-C,LILRB2,2.1822758,0.0,3.5160913,1.9903509616995327,1.54959414252249,0.04875413,0.95075005,0.012243136452778873,0.0006644189633676516
CD4T,Mono,RPS19,C5AR1,2.377107,0.0,3.4300983,1.3241536908295037,1.1139079570665382,0.03807564,0.95016706,0.05851709003452131,0.000677376546541515
Mono,SmoothMuscle,GNAI2,CAV1,2.1800146,0.0,4.68718,1.4608728851249468,1.6362891783290703,0.04769371,0.9570609,0.03150706380479012,0.000677376546541515
Mono,Mono,S100A9,TLR4,2.5862896,0.0,3.4159923,2.7939429937572484,3.6557096398609024,0.25306356,0.9500694,8.234167809511305e-06,0.0006871763299686764
Mono,CD8T,VIM,CD44,2.1734848,0.0,3.6914418,0.3585192931272426,0.1868432593317887,0.007863065,0.95187694,0.4736139526185237,0.0006937483374807768
Macrophage,Treg,HLA-DRA,CD4,2.4712489,0.0,3.4091175,1.8791612037299659,2.5878704069014944,0.03452247,0.9500216,0.005567625410180941,0.0006970460735989136
Mono,CD4T,LGALS1,PTPRC,2.172102,0.0,4.701662,0.7135984416097688,0.38640371464870604,0.012346455,0.9571242,0.16166424747757283,0.0007003515823078381
NK,CD8T,HLA-B,CD8B,2.1715755,0.0,3.7005785,1.8918267408443201,1.6154464335786969,0.0641624,0.95193356,0.009482874232844,0.0007036647159247252
CD8T,Mono,VIM,CD44,2.1694064,0.0,4.599135,0.5302706754719184,0.1434838225111672,0.0097965235,0.9566695,0.28920308745220946,0.0007136511880292031
NK,CD8T,HLA-A,CD8B,2.1638713,0.0,3.6826427,1.9269115594661321,1.6306423468893314,0.06817876,0.9518223,0.008720654302044368,0.0007304504221932204
Mono,CD8T,HLA-C,CD8A,2.163694,0.0,4.410117,1.8957599954338225,1.6273544302654215,0.057598807,0.9557913,0.008983297475993022,0.0007338336375270059
Mono,Mono,HLA-B,LILRB2,2.163288,0.0,3.4756124,1.8451177488349215,1.3583242977169117,0.04338166,0.95047826,0.025624969240864354,0.0007372246218020858
Endothelial,Epithelial,HLA-A,APLP2,2.1623929,0.0,3.958233,0.5920713105719432,0.586906987029227,0.010976411,0.95345026,0.21816217462897614,0.0007440297443562647
Macrophage,Mast,TIMP1,CD63,2.1614513,0.0,4.3962646,0.49769346361810657,0.870877017048483,0.016184982,0.9557248,0.07587294533431621,0.0007474440331195207
Endothelial,CD8T,HLA-B,CD8B,2.161112,0.0,3.676219,1.8830553093038538,1.568288404195888,0.06374004,0.9517822,0.011355836969001666,0.0007508660894969816
Plasma,Plasma,BMP8B,ACVR1_BMPR2,0.045523122,0.62,0.0017286008,0.26421980571472004,-0.01999388772421805,0.0130333,0.29973626,1.0,0.000754701154256519
pDC,Mono,VIM,CD44,2.1572256,0.0,4.55426,0.5207762958124671,0.1359004910978523,0.009700937,0.95646584,0.29561674070636085,0.0007611787077789808
Stromal_Fib,Mono,COL1A1,CD44,2.1535447,0.0,4.5406995,1.198470797065645,2.598042873885877,0.058296632,0.95640373,0.016375610420019057,0.0007785216699871856
NK,CD8T,LGALS1,PTPRC,2.1481693,0.0,4.21256,0.7375470560118662,0.6715444974213995,0.011062085,0.9548129,0.21410205549917646,0.0007925358938796125
B,Mono,HLA-DRA,CD4,2.3347344,0.0,3.3335607,1.821756018382285,1.7462307462284579,0.033757348,0.94948685,0.0071169016070027884,0.0007925358938796125
B,Macrophage,RPS19,C5AR1,2.3820891,0.0,3.3298569,1.3114846484678309,1.1115506272493312,0.03696292,0.9494602,0.05851709003452131,0.0007960588976707304
CD4T,CD8T,B2M,KLRD1,2.6901317,0.0,3.3216138,0.8286307064918843,0.924173412677936,0.016371947,0.94940066,0.0734674304346161,0.0008066743278320263
SmoothMuscle,CD8T,LGALS1,CD69,2.1416647,0.0,4.170044,1.2970663546511754,1.2393205113584551,0.035668008,0.95459354,0.05851709003452131,0.0008173596136913396
SmoothMuscle,SmoothMuscle,VIM,CD44,2.4400659,0.0,3.310769,0.4786763040019314,0.5795671607652247,0.0070522022,0.9493221,0.4974827698776975,0.0008173596136913396
Stromal_Fib,Epithelial,LGALS1,ITGB1,2.1404605,0.0,3.8359654,0.28936056004449057,0.7866349569738129,0.013429345,0.95274895,0.12880453502670258,0.000820936950611462
Macrophage,Macrophage,HLA-DPB1,CD4,2.139974,0.0,3.456129,2.2213238050786215,2.6449756902768966,0.046269663,0.95034575,0.0011798318162258997,0.000824522048178579
pDC,Mono,HLA-A,APLP2,2.1380672,0.0,4.542893,0.6440126406828723,0.5787516120939947,0.012597707,0.9564138,0.15388644620790953,0.0008317153638121937
Macrophage,SmoothMuscle,GNAI2,CAV1,2.1364307,0.0,4.4748816,1.4021949242898484,1.559017985776016,0.045533497,0.9560983,0.039335086479284145,0.0008498346777195411
Mono,pDC,HLA-DRA,CD4,2.1360354,0.0,3.8679655,2.009062458365707,1.6641396576575749,0.039169006,0.95293564,0.008005719766883863,0.0008571366130734777
CD4T,Macrophage,RPS19,C5AR1,2.3590848,0.0,3.2907076,1.2786168659285186,1.1373620179408885,0.03652834,0.94917566,0.05851709003452131,0.000864469739582255
Mono,CD4T,VIM,CD44,2.133765,0.0,3.4380574,0.30726312778545883,0.06645405618327371,0.0073233363,0.9502219,0.5491151063612786,0.0008718337288487879
NK,Mono,RPS19,C5AR1,2.290094,0.0,3.2757444,1.1998131004863717,1.0233263057352322,0.036362246,0.9490656,0.05851709003452131,0.0008792289053401326
NK,Endothelial,HLA-A,APLP2,2.131658,0.0,3.478815,0.5347292910462741,0.5440338491959372,0.009646957,0.9504999,0.29958301146661426,0.0008792289053401326
Treg,CD8T,HLA-C,CD8B,2.1303363,0.0,3.6045716,1.96659004537277,1.6195581545718685,0.06942902,0.95132864,0.008075058150513497,0.0008866549379028972
Mono,Macrophage,VIM,CD44,2.1293614,0.0,3.4099655,0.3015795401269917,0.09316487312437416,0.0072634984,0.9500275,0.5600905905161196,0.0008903796686598923
Endothelial,CD8T,CD59,CD2,2.128972,0.0,4.4571214,2.0032982193880065,2.318844741602695,0.07396645,0.95601475,0.0033614112417420816,0.0008941121537602092
CD4T,Epithelial,HLA-A,APLP2,2.1243348,0.0,3.8581238,0.5525725633623416,0.5087219942185757,0.010698802,0.9528785,0.23358495607530036,0.0009053559647980644
CD4T,CD8T,HLA-B,CD8B,2.1234279,0.0,3.5884886,1.8514852052000301,1.472410628868168,0.062218927,0.95122504,0.012779962223323482,0.0009166695509156546
NK,CD8T,B2M,KLRD1,2.6265798,0.0,3.2311864,0.7618883000970279,0.9085660859266773,0.015926238,0.94873357,0.07946704601431724,0.0009204563064408062
NK,Mono,HLA-B,LILRB2,2.1225271,0.0,3.3887162,1.810973678017174,1.3862230992963103,0.042297047,0.94987893,0.0230206200310438,0.0009204563064408062
Stromal_Fib,NK,LGALS1,ITGB1,2.118925,0.0,3.7065828,0.2632739870010347,0.8689015127183384,0.012976389,0.9519707,0.1421452159119602,0.0009318629124083732
Plasma,CD4T,HLA-B,CD3D,2.1179714,0.0,4.3990264,1.1764169278677854,1.1139230211822821,0.016470268,0.95573807,0.0719562410642375,0.0009433392725546636
Epithelial,Plasma,FN1,ITGAV_ITGB1,0.043355335,1.0,0.0017514465,-0.5864976325212248,-1.2867850572392558,0.00015932463,0.30111602,1.0,0.0009433566638781806
Mast,Treg,HLA-B,CD3D,2.1152835,0.0,4.4235983,1.3068616251441576,1.0579107783760282,0.016562268,0.9558557,0.07089118171102485,0.0009510288701712597
NK,Mono,HLA-A,LILRB2,2.1148229,0.0,3.3722918,1.846058496638986,1.4014190126069448,0.044944707,0.9497632,0.021348948398902244,0.000958749634376181
Macrophage,CD8T,HLA-A,CD8A,2.1147192,0.0,4.2492175,1.7700728043448182,1.5196539050096367,0.053342637,0.9549994,0.013553425797169226,0.0009626216392016678
Endothelial,Mono,HLA-B,LILRB2,2.1120636,0.0,3.3664095,1.8022022464767076,1.3390650699135014,0.042018622,0.94972146,0.027543213110207295,0.0009703887197820413
CD4T,Mono,VIM,CD44,2.108796,0.0,4.375844,0.48302601157520625,0.06930645819818948,0.009320897,0.9556262,0.324633148375891,0.0009781869620363144
